month,day,slope,intercept,R2
5,5,363.85107514052254,64.47634825317289,0.9437674304508659
5,6,363.39399668912444,63.66898823628256,0.9418471782871727
5,7,364.1846354827403,63.0153490861111,0.940370704210278
5,8,364.91772080013186,62.34417811276427,0.939070406810292
5,9,366.861761532396,61.17080858619556,0.9395566544374487
5,10,366.9287445805035,60.029331092162195,0.9394252013753825
5,11,368.5519348422568,58.766435890655444,0.9385755307997813
5,12,369.2074401367858,57.97871872329965,0.9372510657017846
5,13,370.15092245465985,57.25741692130917,0.936282617483322
5,14,371.1529186373879,56.743457306082405,0.9344960648835634
5,15,372.0956333677785,56.29796884034421,0.9331558687067929
5,16,373.7234612640509,55.55713338522476,0.9341728858012034
5,17,376.4823155405507,54.15254219333908,0.9397815748637817
5,18,379.27474798362323,52.75323948777882,0.9434367242859817
5,19,382.43033157950384,51.43398377730984,0.9462097110621069
5,20,386.60362850277517,49.96664523135588,0.948167653956509
5,21,389.7525821209299,48.983576479173806,0.9473770816300597
5,22,393.167073285393,47.991765363505586,0.9469177730750176
5,23,395.8072083973561,47.13943842570186,0.9454893006242894
5,24,397.55211847635906,46.04831108393815,0.9461472094219674
5,25,399.7456924704222,45.218290927858035,0.9454829023602643
5,26,401.14431156785497,44.34823318260304,0.9449010489089282
5,27,403.8661744606287,43.228890346401464,0.9457991505146314
5,28,406.22089142196626,42.41184113978271,0.9451666188601716
5,29,409.1689013838841,41.440277866707504,0.9462549787162717
5,30,412.15721841238997,40.598259375031624,0.9463571439915385
5,31,416.6545786258491,39.52170600656434,0.9464938887079254
6,1,419.86657319542206,38.7325022277096,0.9464466643922333
6,2,425.26170586333166,37.82373019470059,0.9464481953777251
6,3,429.44636817845713,36.95077761883827,0.945472944740397
6,4,432.8837702609588,36.217331561486915,0.9433780707586303
6,5,436.99400255766864,35.45754083675914,0.9412728899432345
6,6,439.2987551397566,34.80000291859237,0.9379479050847442
6,7,442.826761881985,33.99154371099157,0.935469329304873
6,8,449.293444700383,33.1638265130928,0.9329225501428384
6,9,455.364752292728,32.333737173485034,0.9305510537225765
6,10,461.39247793038305,31.550192077902715,0.9294643324601336
6,11,466.94650571121616,30.795379198647538,0.9272904354876127
6,12,472.05339345353923,30.11380178138612,0.9229288548246964
6,13,474.3273099354468,29.553485195620773,0.9159352085738284
6,14,475.59204436788525,29.131879406020943,0.9062240169498986
6,15,475.51001704131704,28.631022692377904,0.8985059349880119
6,16,474.1969458351654,28.0138563132574,0.8948632463807832
6,17,475.1278925449957,27.42669438871728,0.8897397407382566
6,18,477.8291139075948,26.898877372538063,0.8824673710610594
6,19,480.24355839824983,26.358450847428962,0.8765271621263655
6,20,482.65534549196764,25.74760952880141,0.8733190048626056
6,21,484.1453303010906,25.123621846431796,0.8711674677246157
6,22,485.63095857789295,24.56890009363203,0.8671843294340278
6,23,488.7924554683507,24.075195226208468,0.8600352734755435
6,24,491.4489332330385,23.63710853913871,0.8499789600857549
6,25,493.6220183587592,23.190363031866774,0.841412446286477
6,26,495.57597653267834,22.761644758027295,0.831147890918106
6,27,497.7394952720752,22.278654273834483,0.824704271973368
6,28,500.33205168446136,21.765940604571103,0.8201479399708235
6,29,503.63326409634766,21.273875679143327,0.8140519464933761
6,30,509.35286356063676,20.778128009761105,0.807944740236972
7,1,525.0857617267255,20.240864797910074,0.8040011319533142
7,2,540.5360963567254,19.71823422760734,0.7989112538957233
7,3,548.4756564218633,19.241985010371735,0.7895463285003861
7,4,547.8719789399366,18.815078586807896,0.7766594763257761
7,5,549.5968241059016,18.403603546150144,0.7637044382493191
7,6,553.6270958180544,17.99854605541924,0.750924519908982
7,7,559.1203311980297,17.630350951210815,0.7360713682648177
7,8,565.1227004482002,17.2885082172144,0.7194134702442229
7,9,573.2821348788126,16.884719786715436,0.7103815948100071
7,10,583.5855992664262,16.4433838230061,0.7058544194306874
7,11,597.3009341493236,16.00714930982671,0.7017905879200983
7,12,615.0484400717205,15.584927338412042,0.69710259147853
7,13,633.5936370262523,15.175202248657776,0.6911312205538167
7,14,643.8990176856956,14.7791114007552,0.6837959192925569
7,15,647.2304643807562,14.393007471346877,0.6767394426298796
7,16,653.9016246016475,14.027281955569352,0.6694910149414931
7,17,663.6059000082316,13.678775965068525,0.6617613577160005
7,18,675.259299224155,13.335117461657495,0.6528329136325675
7,19,689.8431691148211,13.009311822403435,0.6448360599432618
7,20,707.0930193149798,12.688107567790468,0.6352898556027315
7,21,726.299655845521,12.379258916401758,0.6244712465637305
7,22,748.9980210310181,12.079520890054615,0.6125447545160174
7,23,775.0347906486298,11.787866066934553,0.5996213809657063
7,24,796.8722791374678,11.503745075755575,0.5854008822744857
7,25,819.4153922201567,11.226037675048463,0.5702897056776859
7,26,845.6054405235875,10.956571283272336,0.5543700469216369
7,27,877.8749906790687,10.695232999359488,0.5375064130737045
7,28,905.587993807626,10.443706884409375,0.5190413970393293
7,29,929.3125725041109,10.198690415390303,0.4997383332885902
7,30,958.8696721627953,9.95868267955366,0.48021408613262767
7,31,994.6392692238297,9.726286472056772,0.45973520528249767
8,1,1037.604454230228,9.501488956026636,0.43785674630317734
8,2,1077.9443641085043,9.285376859995065,0.41368658391753427
8,3,1113.7421312950753,9.076319509163122,0.3870077043925205
8,4,1132.7888031865614,8.864117807492956,0.3623831524531669
8,5,1172.2234350559868,8.635045706827436,0.34696118702723616
8,6,1223.1129143314201,8.413359078119283,0.33145503204401866
8,7,1288.9573682550981,8.19874474794894,0.31553668037362004
8,8,1366.6719069268167,7.987856816743389,0.29978339901492534
8,9,1459.9098491617992,7.772063517747012,0.28492640023535415
8,10,1566.4731108881265,7.556258978338359,0.2697162828290774
8,11,1689.0376363885432,7.347256392857143,0.253703176038304
8,12,1861.1283711197511,7.1353029999999995,0.24122906956761303
8,13,2099.610058604188,6.913491714285716,0.23311244725159488
8,14,2449.681884404889,6.691934589285716,0.22559117431131243
8,15,3022.1937458289335,6.458568196428571,0.22141437501927097
8,16,3975.119680599192,6.198092357142859,0.22337806145661449
8,17,6233.210748922034,5.940771232142857,0.22229956931899908
8,18,17884.087048318986,5.701579053571431,0.2157050987870427
8,19,28896.578805650755,5.467359482142857,0.20643646200237548
8,20,43070.5000345571,5.219713375,0.1969151316044316
8,21,98886.7950354573,4.971458446428573,0.18663044467710432
8,22,,,0.0
8,23,,,0.0
8,24,,,0.0
8,25,,,0.0
8,26,,,0.0
8,27,,,0.0
8,28,,,0.0
8,29,,,0.0
8,30,,,0.0
8,31,,,0.0
