Year,Month,Day,Hour,Historical
2005,9,17,13,93.72321
2005,9,17,14,79.7593
2005,9,17,15,78.51385
2005,9,17,16,79.23801
2005,9,17,17,85.41984
2005,9,17,18,68.15698
2005,9,17,19,75.37258
2005,9,17,20,131.30352
2005,9,17,21,78.76847
2005,9,17,22,106.15239
2005,9,17,23,94.10648
2005,9,17,24,74.40056
2005,9,18,1,99.45367
2005,9,18,2,70.56068
2005,9,18,3,66.21364
2005,9,18,4,59.98291
2005,9,18,5,58.92139
2005,9,18,6,47.59292
2005,9,18,7,42.07434
2005,9,18,8,14.5495
2005,9,18,9,53.48916
2005,9,18,10,67.018
2005,9,18,11,62.68228
2005,9,18,12,69.12418
2005,9,18,13,62.92389
2005,9,18,14,55.84647
2005,9,18,15,76.20392
2005,9,18,16,83.32774
2005,9,18,17,89.058
2005,9,18,18,87.43926
2005,9,18,19,81.49222
2005,9,18,20,172.49838
2005,9,18,21,93.44721
2005,9,18,22,142.91152
2005,9,18,23,85.00574
2005,9,18,24,74.88998
2005,9,19,1,65.50626
2005,9,19,2,56.65792
2005,9,19,3,52.09554
2005,9,19,4,24.78937
2005,9,19,5,51.18947
2005,9,19,6,66.30266
2005,9,19,7,46.45851
2005,9,19,8,73.28398
2005,9,19,9,66.08444
2005,9,19,10,50.1872
2005,9,19,11,72.05096
2005,9,19,12,78.99076
2005,9,19,13,59.79352
2005,9,19,14,89.95046
2005,9,19,15,94.35025
2005,9,19,16,158.29522
2005,9,19,17,90.16043
2005,9,19,18,100.62657
2005,9,19,19,114.07397
2005,9,19,20,183.65406
2005,9,19,21,103.47494
2005,9,19,22,153.69878
2005,9,19,23,127.45597
2005,9,19,24,100.18001
2005,9,20,1,74.95721
2005,9,20,2,82.60813
2005,9,20,3,65.93069
2005,9,20,4,63.06714
2005,9,20,5,71.97381
2005,9,20,6,37.32993
2005,9,20,7,55.09736
2005,9,20,8,74.97251
2005,9,20,9,77.57688
2005,9,20,10,60.96199
2005,9,20,11,72.82199
2005,9,20,12,57.83319
2005,9,20,13,55.42259
2005,9,20,14,54.8028
2005,9,20,15,64.90315
2005,9,20,16,34.29697
2005,9,20,17,52.2194
2005,9,20,18,59.18813
2005,9,20,19,68.81243
2005,9,20,20,138.71077
2005,9,20,21,70.0559
2005,9,20,22,141.86154
2005,9,20,23,159.61901
2005,9,20,24,92.00334
2005,9,21,1,76.61297
2005,9,21,2,66.8783
2005,9,21,3,61.76252
2005,9,21,4,51.19965
2005,9,21,5,46.88363
2005,9,21,6,76.94922
2005,9,21,7,128.40051
2005,9,21,8,126.33263
2005,9,21,9,41.17994
2005,9,21,10,59.4382
2005,9,21,11,168.34641
2005,9,21,12,88.80232
2005,9,21,13,99.05895
2005,9,21,14,121.00146
2005,9,21,15,197.32712
2005,9,21,16,120.46264
2005,9,21,17,112.58945
2005,9,21,18,108.75117
2005,9,21,19,78.07999
2005,9,21,20,151.09286
2005,9,21,21,125.12178
2005,9,21,22,128.36387
2005,9,21,23,139.89339
2005,9,21,24,78.68308
2005,9,22,1,67.08999
2005,9,22,2,45.92949
2005,9,22,3,50.01203
2005,9,22,4,45.60035
2005,9,22,5,36.1334
2005,9,22,6,30.29394
2005,9,22,7,61.41845
2005,9,22,8,89.56543
2005,9,22,9,80.79561
2005,9,22,10,93.04014
2005,9,22,11,183.36365
2005,9,22,12,103.57038
2005,9,22,13,115.77676
2005,9,22,14,135.46672
2005,9,22,15,130.53597
2005,9,22,16,129.13666
2005,9,22,17,114.11839
2005,9,22,18,99.48185
2005,9,22,19,84.44512
2005,9,22,20,113.66929
2005,9,22,21,85.78264
2005,9,22,22,143.38078
2005,9,22,23,111.52342
2005,9,22,24,59.06965
2005,9,23,1,91.41811
2005,9,23,2,78.29171
2005,9,23,3,69.11199
2005,9,23,4,70.69516
2005,9,23,5,67.28418
2005,9,23,6,82.81228
2005,9,23,7,79.70143
2005,9,23,8,69.98375
2005,9,23,9,85.64959
2005,9,23,10,76.08209
2005,9,23,11,57.36579
2005,9,23,12,69.9004
2005,9,23,13,56.58025
2005,9,23,14,67.77089
2005,9,23,15,69.29542
2005,9,23,16,71.37996
2005,9,23,17,81.23753
2005,9,23,18,77.35366
2005,9,23,19,64.06623
2005,9,23,20,81.35077
2005,9,23,21,65.13559
2005,9,23,22,86.86103
2005,9,23,23,97.94278
2005,9,23,24,88.26538
2005,9,24,1,93.17299
2005,9,24,2,92.16843
2005,9,24,3,88.29635
2005,9,24,4,82.39764
2005,9,24,5,84.22549
2005,9,24,6,92.10965
2005,9,24,7,46.23963
2005,9,24,8,44.63348
2005,9,24,9,76.31981
2005,9,24,10,69.81881
2005,9,24,11,67.42868
2005,9,24,12,67.53663
2005,9,24,13,103.60173
2005,9,24,14,67.91855
2005,9,24,15,64.38488
2005,9,24,16,64.63228
2005,9,24,17,59.26287
2005,9,24,18,77.63776
2005,9,24,19,78.86639
2005,9,24,20,82.52576
2005,9,24,21,61.58079
2005,9,24,22,74.47106
2005,9,24,23,62.98549
2005,9,24,24,56.01364
2005,9,25,1,91.18662
2005,9,25,2,90.61444
2005,9,25,3,73.12795
2005,9,25,4,61.26636
2005,9,25,5,82.44048
2005,9,25,6,27.01238
2005,9,25,7,49.53191
2005,9,25,8,20.22683
2005,9,25,9,69.90266
2005,9,25,10,69.2541
2005,9,25,11,82.63726
2005,9,25,12,75.59612
2005,9,25,13,74.2396
2005,9,25,14,66.94781
2005,9,25,15,67.06411
2005,9,25,16,77.12617
2005,9,25,17,114.56015
2005,9,25,18,110.001
2005,9,25,19,100.19047
2005,9,25,20,128.33363
2005,9,25,21,99.62289
2005,9,25,22,77.81715
2005,9,25,23,98.3426
2005,9,25,24,96.09022
2005,9,26,1,86.78757
2005,9,26,2,74.97486
2005,9,26,3,70.97331
2005,9,26,4,62.27561
2005,9,26,5,75.19636
2005,9,26,6,89.71511
2005,9,26,7,40.10706
2005,9,26,8,63.87326
2005,9,26,9,64.1075
2005,9,26,10,80.08853
2005,9,26,11,86.6594
2005,9,26,12,105.27446
2005,9,26,13,91.04336
2005,9,26,14,73.77647
2005,9,26,15,65.62456
2005,9,26,16,70.001
2005,9,26,17,71.78237
2005,9,26,18,60.11152
2005,9,26,19,88.33432
2005,9,26,20,142.69239
2005,9,26,21,84.70681
2005,9,26,22,96.49242
2005,9,26,23,138.04487
2005,9,26,24,121.44999
2005,9,27,1,82.38589
2005,9,27,2,85.12524
2005,9,27,3,68.48824
2005,9,27,4,53.82447
2005,9,27,5,40.82629
2005,9,27,6,34.18556
2005,9,27,7,29.99886
2005,9,27,8,67.75363
2005,9,27,9,65.43103
2005,9,27,10,58.7019
2005,9,27,11,84.91722
2005,9,27,12,71.15285
2005,9,27,13,75.4189
2005,9,27,14,69.02924
2005,9,27,15,83.01846
2005,9,27,16,93.04168
2005,9,27,17,91.15589
2005,9,27,18,78.65276
2005,9,27,19,61.6957
2005,9,27,20,78.21898
2005,9,27,21,73.84081
2005,9,27,22,78.68894
2005,9,27,23,89.05862
2005,9,27,24,81.5921
2005,9,28,1,75.68819
2005,9,28,2,73.2332
2005,9,28,3,69.13901
2005,9,28,4,67.46428
2005,9,28,5,65.75724
2005,9,28,6,55.96865
2005,9,28,7,52.5583
2005,9,28,8,56.25087
2005,9,28,9,63.66698
2005,9,28,10,75.78774
2005,9,28,11,265.3491
2005,9,28,12,82.38202
2005,9,28,13,91.77964
2005,9,28,14,87.63676
2005,9,28,15,101.58052
2005,9,28,16,137.15993
2005,9,28,17,149.14922
2005,9,28,18,163.36678
2005,9,28,19,209.36471
2005,9,28,20,167.75786
2005,9,28,21,176.80632
2005,9,28,22,101.71708
2005,9,28,23,131.28764
2005,9,28,24,139.08
2005,9,29,1,101.19856
2005,9,29,2,84.95495
2005,9,29,3,81.35827
2005,9,29,4,79.66554
2005,9,29,5,75.69495
2005,9,29,6,64.47545
2005,9,29,7,55.14974
2005,9,29,8,67.30992
2005,9,29,9,66.13502
2005,9,29,10,84.69526
2005,9,29,11,101.81102
2005,9,29,12,99.20367
2005,9,29,13,126.26945
2005,9,29,14,111.48978
2005,9,29,15,136.35209
2005,9,29,16,184.76097
2005,9,29,17,111.55197
2005,9,29,18,95.38749
2005,9,29,19,74.98187
2005,9,29,20,95.38192
2005,9,29,21,59.4044
2005,9,29,22,26.95605
2005,9,29,23,41.0018
2005,9,29,24,79.91328
2005,9,30,1,77.51451
2005,9,30,2,83.0938
2005,9,30,3,78.54441
2005,9,30,4,25.48848
2005,9,30,5,55.23117
2005,9,30,6,51.86229
2005,9,30,7,70.28741
2005,9,30,8,58.92342
2005,9,30,9,57.92541
2005,9,30,10,65.87922
2005,9,30,11,92.2014
2005,9,30,12,95.68209
2005,9,30,13,105.83608
2005,9,30,14,95.32315
2005,9,30,15,93.49656
2005,9,30,16,75.17953
2005,9,30,17,78.69592
2005,9,30,18,99.92186
2005,9,30,19,67.96094
2005,9,30,20,75.22783
2005,9,30,21,82.64933
2005,9,30,22,81.37857
2005,9,30,23,132.3101
2005,9,30,24,76.32405
2005,10,1,1,120.22245
2005,10,1,2,93.51567
2005,10,1,3,85.79891
2005,10,1,4,76.7705
2005,10,1,5,83.33486
2005,10,1,6,78.47084
2005,10,1,7,20.0284
2005,10,1,8,39.17335
2005,10,1,9,53.88795
2005,10,1,10,66.40959
2005,10,1,11,65.95447
2005,10,1,12,72.07982
2005,10,1,13,75.07597
2005,10,1,14,71.06678
2005,10,1,15,72.88289
2005,10,1,16,72.26671
2005,10,1,17,69.59631
2005,10,1,18,72.76375
2005,10,1,19,70.1635
2005,10,1,20,72.7249
2005,10,1,21,81.83034
2005,10,1,22,67.43197
2005,10,1,23,84.43689
2005,10,1,24,82.18895
2005,10,2,1,83.40558
2005,10,2,2,69.0191
2005,10,2,3,48.71737
2005,10,2,4,56.34527
2005,10,2,5,71.35849
2005,10,2,6,69.76036
2005,10,2,7,60.84892
2005,10,2,8,27.5916
2005,10,2,9,69.64516
2005,10,2,10,53.2657
2005,10,2,11,64.32472
2005,10,2,12,75.31833
2005,10,2,13,73.26391
2005,10,2,14,68.27274
2005,10,2,15,70.04522
2005,10,2,16,69.25746
2005,10,2,17,70.96795
2005,10,2,18,70.16361
2005,10,2,19,71.03177
2005,10,2,20,97.12575
2005,10,2,21,81.34111
2005,10,2,22,86.93823
2005,10,2,23,42.44116
2005,10,2,24,69.60646
2005,10,3,1,61.01647
2005,10,3,2,82.92106
2005,10,3,3,57.0839
2005,10,3,4,61.80032
2005,10,3,5,68.44646
2005,10,3,6,63.5792
2005,10,3,7,54.1226
2005,10,3,8,63.27346
2005,10,3,9,75.29729
2005,10,3,10,83.06015
2005,10,3,11,73.44582
2005,10,3,12,77.35777
2005,10,3,13,89.43857
2005,10,3,14,95.46606
2005,10,3,15,80.40535
2005,10,3,16,83.75235
2005,10,3,17,86.23723
2005,10,3,18,67.03419
2005,10,3,19,64.39814
2005,10,3,20,84.42725
2005,10,3,21,82.12061
2005,10,3,22,72.82806
2005,10,3,23,61.12225
2005,10,3,24,75.33172
2005,10,4,1,75.06637
2005,10,4,2,86.01765
2005,10,4,3,72.77726
2005,10,4,4,49.72012
2005,10,4,5,29.45668
2005,10,4,6,38.48188
2005,10,4,7,76.12422
2005,10,4,8,77.32627
2005,10,4,9,71.25508
2005,10,4,10,71.39376
2005,10,4,11,70.7465
2005,10,4,12,74.5542
2005,10,4,13,72.85711
2005,10,4,14,77.69765
2005,10,4,15,76.5094
2005,10,4,16,87.53883
2005,10,4,17,92.97811
2005,10,4,18,91.06269
2005,10,4,19,105.39989
2005,10,4,20,102.08662
2005,10,4,21,93.39765
2005,10,4,22,91.01639
2005,10,4,23,135.31372
2005,10,4,24,103.54887
2005,10,5,1,84.75128
2005,10,5,2,39.12918
2005,10,5,3,63.51063
2005,10,5,4,42.17742
2005,10,5,5,26.3528
2005,10,5,6,46.72099
2005,10,5,7,88.37658
2005,10,5,8,80.32423
2005,10,5,9,84.2238
2005,10,5,10,91.73348
2005,10,5,11,72.65128
2005,10,5,12,70.29281
2005,10,5,13,61.24121
2005,10,5,14,81.06384
2005,10,5,15,69.57854
2005,10,5,16,91.28967
2005,10,5,17,75.46805
2005,10,5,18,70.62823
2005,10,5,19,70.06355
2005,10,5,20,84.92212
2005,10,5,21,90.05567
2005,10,5,22,72.37166
2005,10,5,23,100.39775
2005,10,5,24,89.56566
2005,10,6,1,88.97159
2005,10,6,2,70.76112
2005,10,6,3,57.58043
2005,10,6,4,40.68508
2005,10,6,5,23.92739
2005,10,6,6,35.94066
2005,10,6,7,70.68714
2005,10,6,8,67.68305
2005,10,6,9,111.41822
2005,10,6,10,102.642
2005,10,6,11,92.15183
2005,10,6,12,84.02404
2005,10,6,13,80.58175
2005,10,6,14,113.78972
2005,10,6,15,97.88869
2005,10,6,16,92.29777
2005,10,6,17,88.49907
2005,10,6,18,73.38558
2005,10,6,19,84.88361
2005,10,6,20,103.25046
2005,10,6,21,92.60773
2005,10,6,22,86.23161
2005,10,6,23,106.34291
2005,10,6,24,105.40511
2005,10,7,1,83.47357
2005,10,7,2,65.4522
2005,10,7,3,66.93893
2005,10,7,4,6.79791
2005,10,7,5,77.41149
2005,10,7,6,72.92115
2005,10,7,7,58.96103
2005,10,7,8,81.68234
2005,10,7,9,53.02316
2005,10,7,10,62.81408
2005,10,7,11,76.48164
2005,10,7,12,90.02294
2005,10,7,13,91.36602
2005,10,7,14,100.60178
2005,10,7,15,86.17298
2005,10,7,16,74.99191
2005,10,7,17,71.2355
2005,10,7,18,77.99175
2005,10,7,19,73.41116
2005,10,7,20,73.25186
2005,10,7,21,57.72341
2005,10,7,22,75.83775
2005,10,7,23,111.92772
2005,10,7,24,94.46918
2005,10,8,1,88.98432
2005,10,8,2,82.81498
2005,10,8,3,83.71338
2005,10,8,4,81.6522
2005,10,8,5,84.6625
2005,10,8,6,88.66502
2005,10,8,7,61.58223
2005,10,8,8,32.54646
2005,10,8,9,57.32058
2005,10,8,10,26.09025
2005,10,8,11,64.94109
2005,10,8,12,63.8959
2005,10,8,13,67.70087
2005,10,8,14,65.26933
2005,10,8,15,67.61079
2005,10,8,16,63.48135
2005,10,8,17,61.38286
2005,10,8,18,69.15008
2005,10,8,19,76.21415
2005,10,8,20,74.70351
2005,10,8,21,74.08258
2005,10,8,22,72.52284
2005,10,8,23,120.66472
2005,10,8,24,84.72203
2005,10,9,1,44.92177
2005,10,9,2,76.32764
2005,10,9,3,79.31384
2005,10,9,4,2.08223
2005,10,9,5,53.69862
2005,10,9,6,20.01063
2005,10,9,7,27.8511
2005,10,9,8,58.17293
2005,10,9,9,77.91964
2005,10,9,10,55.01059
2005,10,9,11,66.04735
2005,10,9,12,87.28872
2005,10,9,13,90.61508
2005,10,9,14,85.6999
2005,10,9,15,73.24074
2005,10,9,16,73.01405
2005,10,9,17,69.96823
2005,10,9,18,70.001
2005,10,9,19,114.64949
2005,10,9,20,86.47581
2005,10,9,21,87.15994
2005,10,9,22,89.49234
2005,10,9,23,160.25686
2005,10,9,24,86.64204
2005,10,10,1,82.62986
2005,10,10,2,81.31284
2005,10,10,3,79.27092
2005,10,10,4,78.26924
2005,10,10,5,49.88768
2005,10,10,6,60.42424
2005,10,10,7,78.60328
2005,10,10,8,40.62298
2005,10,10,9,38.29209
2005,10,10,10,85.6303
2005,10,10,11,95.36684
2005,10,10,12,102.60053
2005,10,10,13,104.16944
2005,10,10,14,174.04266
2005,10,10,15,135.83052
2005,10,10,16,75.40319
2005,10,10,17,179.009
2005,10,10,18,79.74369
2005,10,10,19,81.49911
2005,10,10,20,90.38608
2005,10,10,21,132.96498
2005,10,10,22,81.30731
2005,10,10,23,123.56887
2005,10,10,24,93.17621
2005,10,11,1,88.84316
2005,10,11,2,79.0807
2005,10,11,3,86.01
2005,10,11,4,77.72296
2005,10,11,5,60.90655
2005,10,11,6,73.55872
2005,10,11,7,45.0646
2005,10,11,8,90.36415
2005,10,11,9,77.82111
2005,10,11,10,82.83387
2005,10,11,11,103.09433
2005,10,11,12,94.17848
2005,10,11,13,129.67762
2005,10,11,14,112.1796
2005,10,11,15,111.4288
2005,10,11,16,109.14218
2005,10,11,17,76.36532
2005,10,11,18,69.49007
2005,10,11,19,73.4406
2005,10,11,20,85.92471
2005,10,11,21,89.57704
2005,10,11,22,73.01975
2005,10,11,23,106.40119
2005,10,11,24,90.80345
2005,10,12,1,87.20747
2005,10,12,2,86.1985
2005,10,12,3,70.29679
2005,10,12,4,57.38132
2005,10,12,5,24.26182
2005,10,12,6,85.38675
2005,10,12,7,53.5664
2005,10,12,8,92.49539
2005,10,12,9,76.65174
2005,10,12,10,78.56386
2005,10,12,11,98.81662
2005,10,12,12,116.42435
2005,10,12,13,120.89907
2005,10,12,14,110.98928
2005,10,12,15,98.27502
2005,10,12,16,104.57442
2005,10,12,17,84.26692
2005,10,12,18,91.01576
2005,10,12,19,102.74658
2005,10,12,20,88.02164
2005,10,12,21,81.05694
2005,10,12,22,76.6174
2005,10,12,23,104.59215
2005,10,12,24,72.12139
2005,10,13,1,88.31205
2005,10,13,2,83.92163
2005,10,13,3,65.61464
2005,10,13,4,61.33737
2005,10,13,5,54.21574
2005,10,13,6,65.64334
2005,10,13,7,49.51545
2005,10,13,8,81.85688
2005,10,13,9,77.18105
2005,10,13,10,87.24038
2005,10,13,11,92.85429
2005,10,13,12,130.50352
2005,10,13,13,125.21853
2005,10,13,14,133.6984
2005,10,13,15,132.71298
2005,10,13,16,138.57148
2005,10,13,17,117.91359
2005,10,13,18,99.99161
2005,10,13,19,123.20444
2005,10,13,20,127.65785
2005,10,13,21,84.04347
2005,10,13,22,87.60358
2005,10,13,23,118.07327
2005,10,13,24,97.39953
2005,10,14,1,103.36667
2005,10,14,2,89.61232
2005,10,14,3,68.58822
2005,10,14,4,68.10273
2005,10,14,5,56.66012
2005,10,14,6,83.18861
2005,10,14,7,54.08397
2005,10,14,8,77.32333
2005,10,14,9,43.84098
2005,10,14,10,82.09544
2005,10,14,11,133.19116
2005,10,14,12,147.42064
2005,10,14,13,133.79328
2005,10,14,14,192.54465
2005,10,14,15,117.90926
2005,10,14,16,137.49658
2005,10,14,17,130.32537
2005,10,14,18,130.45515
2005,10,14,19,122.91907
2005,10,14,20,84.77589
2005,10,14,21,73.1204
2005,10,14,22,82.37264
2005,10,14,23,136.91848
2005,10,14,24,101.36528
2005,10,15,1,106.1863
2005,10,15,2,87.43165
2005,10,15,3,76.4003
2005,10,15,4,71.9722
2005,10,15,5,66.20609
2005,10,15,6,84.40704
2005,10,15,7,41.58081
2005,10,15,8,70.1667
2005,10,15,9,62.44929
2005,10,15,10,85.53307
2005,10,15,11,86.94596
2005,10,15,12,87.79584
2005,10,15,13,91.20902
2005,10,15,14,86.6509
2005,10,15,15,60.9153
2005,10,15,16,64.33694
2005,10,15,17,69.67566
2005,10,15,18,67.70052
2005,10,15,19,63.62117
2005,10,15,20,99.59952
2005,10,15,21,68.46553
2005,10,15,22,75.86725
2005,10,15,23,134.5751
2005,10,15,24,137.33617
2005,10,16,1,82.95463
2005,10,16,2,91.71838
2005,10,16,3,76.6437
2005,10,16,4,63.27317
2005,10,16,5,65.29308
2005,10,16,6,69.48848
2005,10,16,7,40.14291
2005,10,16,8,65.93042
2005,10,16,9,42.32616
2005,10,16,10,78.31763
2005,10,16,11,81.46766
2005,10,16,12,95.11392
2005,10,16,13,70.24903
2005,10,16,14,71.98736
2005,10,16,15,76.44009
2005,10,16,16,71.01685
2005,10,16,17,76.11989
2005,10,16,18,89.41214
2005,10,16,19,181.03834
2005,10,16,20,77.34506
2005,10,16,21,83.39684
2005,10,16,22,94.8445
2005,10,16,23,93.63994
2005,10,16,24,81.98771
2005,10,17,1,71.20123
2005,10,17,2,65.34052
2005,10,17,3,60.45197
2005,10,17,4,55.80304
2005,10,17,5,66.70253
2005,10,17,6,44.28401
2005,10,17,7,52.7214
2005,10,17,8,84.12027
2005,10,17,9,104.31751
2005,10,17,10,110.39995
2005,10,17,11,127.10823
2005,10,17,12,98.19889
2005,10,17,13,95.75931
2005,10,17,14,107.15938
2005,10,17,15,96.99307
2005,10,17,16,113.44981
2005,10,17,17,140.34081
2005,10,17,18,87.09797
2005,10,17,19,154.0356
2005,10,17,20,93.54883
2005,10,17,21,88.45019
2005,10,17,22,91.25748
2005,10,17,23,159.84457
2005,10,17,24,91.20386
2005,10,18,1,83.68723
2005,10,18,2,85.4787
2005,10,18,3,79.44473
2005,10,18,4,60.32926
2005,10,18,5,48.16983
2005,10,18,6,47.65197
2005,10,18,7,81.62875
2005,10,18,8,76.00553
2005,10,18,9,79.30224
2005,10,18,10,75.31627
2005,10,18,11,84.15918
2005,10,18,12,152.17042
2005,10,18,13,118.64517
2005,10,18,14,77.79532
2005,10,18,15,89.55815
2005,10,18,16,75.2989
2005,10,18,17,74.02974
2005,10,18,18,69.30708
2005,10,18,19,71.93461
2005,10,18,20,70.0254
2005,10,18,21,80.05997
2005,10,18,22,78.58587
2005,10,18,23,131.06273
2005,10,18,24,105.38754
2005,10,19,1,84.14856
2005,10,19,2,85.17506
2005,10,19,3,84.05244
2005,10,19,4,62.42377
2005,10,19,5,64.58564
2005,10,19,6,86.17857
2005,10,19,7,100.37759
2005,10,19,8,88.13912
2005,10,19,9,74.33722
2005,10,19,10,85.40522
2005,10,19,11,84.54759
2005,10,19,12,84.58791
2005,10,19,13,74.69985
2005,10,19,14,92.54732
2005,10,19,15,83.49996
2005,10,19,16,84.01318
2005,10,19,17,141.13267
2005,10,19,18,78.76851
2005,10,19,19,174.69762
2005,10,19,20,132.08966
2005,10,19,21,157.86103
2005,10,19,22,114.05099
2005,10,19,23,160.40046
2005,10,19,24,102.36501
2005,10,20,1,91.47846
2005,10,20,2,77.1358
2005,10,20,3,83.73404
2005,10,20,4,68.30905
2005,10,20,5,68.24103
2005,10,20,6,70.29629
2005,10,20,7,41.1936
2005,10,20,8,95.18598
2005,10,20,9,75.65272
2005,10,20,10,84.8724
2005,10,20,11,83.71571
2005,10,20,12,148.41282
2005,10,20,13,102.56127
2005,10,20,14,111.10867
2005,10,20,15,105.65514
2005,10,20,16,146.87391
2005,10,20,17,81.65164
2005,10,20,18,81.22412
2005,10,20,19,134.2118
2005,10,20,20,100.15933
2005,10,20,21,109.2713
2005,10,20,22,77.63258
2005,10,20,23,107.19459
2005,10,20,24,117.21286
2005,10,21,1,91.44092
2005,10,21,2,88.74199
2005,10,21,3,86.13643
2005,10,21,4,82.16417
2005,10,21,5,72.00931
2005,10,21,6,63.76671
2005,10,21,7,62.52164
2005,10,21,8,104.76317
2005,10,21,9,77.74614
2005,10,21,10,93.09738
2005,10,21,11,78.94046
2005,10,21,12,77.52247
2005,10,21,13,75.64029
2005,10,21,14,81.65271
2005,10,21,15,81.19837
2005,10,21,16,76.99428
2005,10,21,17,74.15623
2005,10,21,18,69.57756
2005,10,21,19,100.2229
2005,10,21,20,69.28819
2005,10,21,21,75.54848
2005,10,21,22,77.55418
2005,10,21,23,106.6823
2005,10,21,24,117.52971
2005,10,22,1,108.67382
2005,10,22,2,71.29878
2005,10,22,3,81.71823
2005,10,22,4,66.69499
2005,10,22,5,59.31303
2005,10,22,6,91.74166
2005,10,22,7,98.37945
2005,10,22,8,102.47121
2005,10,22,9,111.8436
2005,10,22,10,128.79414
2005,10,22,11,94.81852
2005,10,22,12,80.14847
2005,10,22,13,90.19444
2005,10,22,14,79.39958
2005,10,22,15,66.10735
2005,10,22,16,70.27379
2005,10,22,17,64.30638
2005,10,22,18,90.62667
2005,10,22,19,81.98009
2005,10,22,20,68.31093
2005,10,22,21,74.1743
2005,10,22,22,60.96187
2005,10,22,23,33.1203
2005,10,22,24,77.57803
2005,10,23,1,74.82564
2005,10,23,2,69.89099
2005,10,23,3,72.47744
2005,10,23,4,77.89712
2005,10,23,5,77.6977
2005,10,23,6,31.85144
2005,10,23,7,17.94048
2005,10,23,8,29.92718
2005,10,23,9,131.23134
2005,10,23,10,95.01986
2005,10,23,11,91.34958
2005,10,23,12,87.2576
2005,10,23,13,83.88482
2005,10,23,14,80.87447
2005,10,23,15,91.94438
2005,10,23,16,89.24053
2005,10,23,17,91.66302
2005,10,23,18,125.32056
2005,10,23,19,187.19107
2005,10,23,20,96.33962
2005,10,23,21,92.71024
2005,10,23,22,86.26533
2005,10,23,23,86.28902
2005,10,23,24,90.48413
2005,10,24,1,90.61099
2005,10,24,2,73.84365
2005,10,24,3,70.02969
2005,10,24,4,65.06271
2005,10,24,5,64.07925
2005,10,24,6,64.09711
2005,10,24,7,63.77554
2005,10,24,8,86.36421
2005,10,24,9,96.64751
2005,10,24,10,103.42312
2005,10,24,11,97.18328
2005,10,24,12,110.03988
2005,10,24,13,83.3032
2005,10,24,14,100.25603
2005,10,24,15,92.45503
2005,10,24,16,109.90525
2005,10,24,17,101.9939
2005,10,24,18,81.5909
2005,10,24,19,102.04052
2005,10,24,20,101.32122
2005,10,24,21,122.8002
2005,10,24,22,87.02476
2005,10,24,23,128.75783
2005,10,24,24,126.06648
2005,10,25,1,80.81094
2005,10,25,2,74.49185
2005,10,25,3,71.5413
2005,10,25,4,54.39414
2005,10,25,5,61.14168
2005,10,25,6,54.69289
2005,10,25,7,59.54854
2005,10,25,8,79.05112
2005,10,25,9,43.26823
2005,10,25,10,71.48176
2005,10,25,11,73.36228
2005,10,25,12,72.52601
2005,10,25,13,74.68632
2005,10,25,14,66.001
2005,10,25,15,66.70332
2005,10,25,16,68.15045
2005,10,25,17,74.41864
2005,10,25,18,80.11221
2005,10,25,19,144.75998
2005,10,25,20,68.45289
2005,10,25,21,77.55294
2005,10,25,22,79.66316
2005,10,25,23,113.45824
2005,10,25,24,99.20606
2005,10,26,1,32.74847
2005,10,26,2,62.40909
2005,10,26,3,62.3297
2005,10,26,4,67.001
2005,10,26,5,71.05757
2005,10,26,6,84.43076
2005,10,26,7,123.92408
2005,10,26,8,109.80435
2005,10,26,9,67.80844
2005,10,26,10,116.99386
2005,10,26,11,94.21507
2005,10,26,12,107.16024
2005,10,26,13,85.88265
2005,10,26,14,83.68146
2005,10,26,15,82.46524
2005,10,26,16,85.9577
2005,10,26,17,91.19517
2005,10,26,18,66.92616
2005,10,26,19,87.21589
2005,10,26,20,86.69675
2005,10,26,21,97.68822
2005,10,26,22,113.02608
2005,10,26,23,126.04063
2005,10,26,24,162.83961
2005,10,27,1,93.36826
2005,10,27,2,93.96651
2005,10,27,3,72.05814
2005,10,27,4,70.6169
2005,10,27,5,95.08639
2005,10,27,6,58.0415
2005,10,27,7,171.64271
2005,10,27,8,160.03544
2005,10,27,9,108.80295
2005,10,27,10,109.87335
2005,10,27,11,103.67011
2005,10,27,12,100.09326
2005,10,27,13,78.62518
2005,10,27,14,75.20617
2005,10,27,15,71.89632
2005,10,27,16,62.51149
2005,10,27,17,68.17722
2005,10,27,18,65.93072
2005,10,27,19,100.28232
2005,10,27,20,92.11036
2005,10,27,21,103.06148
2005,10,27,22,88.69953
2005,10,27,23,79.829
2005,10,27,24,95.30428
2005,10,28,1,131.95536
2005,10,28,2,81.16374
2005,10,28,3,72.78193
2005,10,28,4,62.14856
2005,10,28,5,69.79751
2005,10,28,6,53.6349
2005,10,28,7,116.1115
2005,10,28,8,85.48137
2005,10,28,9,66.77369
2005,10,28,10,81.89969
2005,10,28,11,78.33316
2005,10,28,12,86.22895
2005,10,28,13,76.98688
2005,10,28,14,107.10134
2005,10,28,15,97.89246
2005,10,28,16,88.38029
2005,10,28,17,69.84139
2005,10,28,18,64.6223
2005,10,28,19,90.23309
2005,10,28,20,78.52138
2005,10,28,21,76.86868
2005,10,28,22,72.27279
2005,10,28,23,128.82636
2005,10,28,24,89.42597
2005,10,29,1,71.68277
2005,10,29,2,90.38043
2005,10,29,3,103.305
